gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
DHDDS,2,ADRNL,HEART,"","","","",Orphanet_791,0.771098881205839,Retinitis pigmentosa: Retinitis pigmentosa (RP) is an inherited retinal dystrophy leading to progressive loss of the photoreceptors and retinal pigment epithelium and resulting in blindness usually after several decades.,ENSG00000117682
GLB1,2,ADRNL,COLON,"","","","",Orphanet_582,0.769827122982219,"Mucopolysaccharidosis type 4: Mucopolysaccharidosis type IV (MPS IV) is a lysosomal storage disease belonging to the group of mucopolysaccharidoses, and characterised by spondylo-epiphyso-metaphyseal dysplasia. It exists in two forms, A and B.",ENSG00000170266
PDSS1,2,ADRNL,COLON,"","","","",Orphanet_254898,0.768725658103247,"Deafness - encephaloneuropathy - obesity - valvulopathy: Deafness-encephaloneuropathy-obesity-valvulopathy syndrome is a rare mitochondrial disease with marked clinical variability typically characterized by encephalomyopathy, kidney disease (nephrotic syndrome), optic atrophy, early-onset deafness, pancytopenia, obesity, and cardiac disease (valvulopathy). Additionally, macrocephaly, intellectual disability, hyperlactatemia, elevated lactate/pyruvate ratio, insulin-dependent diabetes, livedo reticularis, liver dysfunction and seizures have also been associated.",ENSG00000148459
CYB5R3,2,ADRNL,BLOOD,"","","","",Orphanet_139373,0.768306819492189,Recessive hereditary methemoglobinemia type 1: NA,ENSG00000100243
CYB5R3,2,ADRNL,BLOOD,"","","","",Orphanet_139380,0.768306819492189,"Recessive hereditary methemoglobinemia type 2: Autosomal recessive type 2 hereditary methemoglobinemia, also referred to as recessive congenital methemoglobinemia type 2 (RHM type 2/RCM type 2), is a rare red cell disorder characterized by severe encephalopathy with generalized dystonia and mild cyanosis.",ENSG00000100243
SCN4A,2,LUNG,SKM-VL,"","","","",Orphanet_99734,0.767529418533967,"Myotonia fluctuans: Myotonia fluctuans (MF) is a form of potassium-aggravated myotonia (PAM) which is cold insensitive, dramatically fluctuating and profoundly worsened by potassium ingestion.",ENSG00000007314
CRLF1,2,HEART,LUNG,"","","","",Orphanet_1545,0.766684649919039,"Crisponi syndrome: Crisponi syndrome (CS) is a severe disorder characterized by muscular contractions at birth, intermittent hyperthermia, facial abnormalities and camptodactyly.",ENSG00000006016
SLC39A8,2,ADRNL,LUNG,"","","","",MONDO_0014746,0.765703251655651,SLC39A8-CDG: NA,ENSG00000138821
MAPT,2,HEART,SKM-VL,"","","","",Orphanet_275864,0.764065636287242,"Behavioral variant of frontotemporal dementia: Behavioral variant of frontotemporal dementia (bv-FTD) is a form of frontotemporal dementia (FTD), characterized by progressive behavioral impairment and a decline in executive function with frontal lobe-predominant atrophy.",ENSG00000186868
ZAP70,2,SMLINT,SPLEEN,"","","","",Orphanet_911,0.763975909386787,"Combined immunodeficiency due to ZAP70 deficiency: Combined immunodeficiency due to ZAP70 deficiency is a very rare, severe, genetic, combined immunodeficiency disorder characterized by lymphocytosis, decreased peripheral CD8+ T-cells, and presence of normal circulating CD4+ T-cells, leading to immune dysfunction.",ENSG00000115085
GM2A,2,BAT,COLON,"","","","",Orphanet_309246,0.763568798967622,"GM2-gangliosidosis, AB variant: GM2 gangliosidosis, AB variant is an extremely rare, severe genetic disorder characterized by progressive neurological decline due to ganglioside activator deficiency.",ENSG00000196743
GRN,2,ADRNL,BAT,"","","","",Orphanet_282,0.761932881547968,"Frontotemporal dementia: Frontotemporal dementia (FTD) comprises a group of neurodegenerative disorders, characterized by progressive changes in behavior, executive dysfunction and language impairment, as a result of degeneration of the medial prefrontal and frontoinsular cortices. Four clinical subtypes have been identified: semantic dementia, progressive non-fluent aphasia, behavioral variant FTD and right temporal lobar atrophy.",ENSG00000030582
FMO3,2,LUNG,SPLEEN,"","","","",MONDO_0011182,0.760927703580152,"trimethylaminuria: A rare inborn error of metabolism characterized by the presence of large amounts of trimethylamine in urine, sweat, and breath, resulting in a fishy body odor in affected individuals.",ENSG00000007933
MMUT,2,BAT,KIDNEY,"","","","",Orphanet_289916,0.760622715515623,"Vitamin B12-unresponsive methylmalonic acidemia type mut0: Vitamin B12-unresponsive methylmalonic acidemia type mut0 is an inborn error of metabolism characterized by recurrent ketoacidotic comas or transient vomiting, dehydration, hypotonia and intellectual deficit, which does not respond to administration of vitamin B12.",ENSG00000146085
MAPT,2,HEART,SKM-VL,"","","","",Orphanet_100069,0.760501297320061,"Semantic dementia: Semantic dementia (SD) is a form of frontotemporal dementia (FTD), characterized by the progressive, amodal and profound loss of semantic knowledge (combination of visual associative agnosia, anomia, surface dyslexia or dysgraphia and disrupted comprehension of word meaning) and behavioral abnormalities, attributable to the degeneration of the anterior temporal lobes.",ENSG00000186868
MAPT,2,HEART,SKM-VL,"","","","",Orphanet_100070,0.760301863580404,"Progressive non-fluent aphasia: Progressive non-fluent aphasia (PNFA) is a form of frontotemporal dementia (FTD), characterized by agrammatism, laborious speech, alexia, and agraphia, frequently accompanied by apraxia of speech (AOS). Language comprehension is relatively preserved.",ENSG00000186868
KLHL40,2,HEART,SKM-VL,"","","","",Orphanet_607,0.760299308393115,"Nemaline myopathy: Nemaline myopathy (NM) encompasses a large spectrum of congenital myopathies characterized by hypotonia, weakness and depressed or absent deep tendon reflexes, with pathologic evidence of nemaline bodies (rods) on muscle biopsy.",ENSG00000157119
SCN4A,2,LUNG,SKM-VL,"","","","",Orphanet_99735,0.760102705650685,"Myotonia permanens: Myotonia permanens is a very rare, persistent and more severe form of potassium-aggravated myotonia (PAM, see this term).",ENSG00000007314
SCN4A,2,LUNG,SKM-VL,"","","","",Orphanet_590,0.758860672556951,Congenital myasthenic syndromes: Congenital myasthenic syndrome (CMS) is a group of genetic disorders of impaired neuromuscular transmission at the motor endplate characterized by fatigable muscle weakness.,ENSG00000007314
MYO7A,2,ADRNL,BAT,"","","","",Orphanet_231169,0.757991094117357,"Usher syndrome type 1: A syndrome characterized by congenital, bilateral, severe sensorineural hearing loss, abnormalities in the vestibular system, and adolescent-onset retinitis pigmentosa.",ENSG00000137474
MAPT,2,HEART,SKM-VL,"","","","",Orphanet_293848,0.756865425396162,"Right temporal lobar atrophy: Right temporal lobar atrophy (RTLA) is an anatomic variant of frontotemporal dementia (FTD), characterized by behavioral dysfunction, personality changes, episodic memory loss, and prosopagnosia; attributable to an asymmetrical predominantly right-sided, frontotemporal atrophy.",ENSG00000186868
TUBB,2,HEART,SPLEEN,"","","","",Orphanet_183506,0.754593651254011,Genetic central nervous system malformation: NA,ENSG00000196230
HADH,2,BAT,KIDNEY,"","","","",Orphanet_71212,0.753862082674075,"Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency: Hyperinsulinism due to short chain 3 hydroxylacyl-CoA dehydrogenase (SCHAD) deficiency is a recently described mitochondrial fatty acid oxidation disorder characterized by hyperinsulinemic hypoglycemia with seizures, and in one case fulminant hepatic failure.",ENSG00000138796
TRDN,2,CORTEX,SKM-GN,"","","","",Orphanet_3286,0.752502014255039,Catecholaminergic polymorphic ventricular tachycardia: Catecholaminergic polymorphic ventricular tachycardia (CPVT) is a severe genetic arrhythmogenic disorder characterized by adrenergically induced ventricular tachycardia (VT) manifesting as syncope and sudden death.,ENSG00000186439
DPM1,2,ADRNL,HEART,"","","","",Orphanet_79322,0.751835722226018,"DPM1-CDG: The CDG (Congenital Disorders of Glycosylation) syndromes are a group of autosomal recessive disorders affecting glycoprotein synthesis. CDG syndrome type Ie is characterised by psychomotor delay, seizures, hypotonia, facial dysmorphism and microcephaly. Ocular anomalies are also very common.",ENSG00000000419
PARK7,2,BAT,COLON,"","","","",Orphanet_2828,0.75174854397069,"Young adult-onset Parkinsonism: Young-onset Parkinson disease (YOPD) is a form of Parkinson disease (PD), characterized by an age of onset between 21-45 years, rigidity, painful cramps followed by tremor, bradykinesia, dystonia, gait complaints and falls, and other non-motor symptoms. A slow disease progression and a more pronounced response to dopaminergic therapy are also observed in most YOPD forms.",ENSG00000116288
LDB3,2,HEART,SKM-VL,"","","","",Orphanet_54260,0.751611256204565,"Left ventricular noncompaction: Left ventricular noncompaction (LVNC) is a rare cardiomyopathy characterized anatomically by prominent left ventricular trabeculae and deep intratrabecular recesses causing progressive systolic and diastolic dysfunction, conduction abnormalities, and occasionally thromboembolic events.",ENSG00000122367
CD59,2,BLOOD,SPLEEN,"","","","",Orphanet_169464,0.749640828533474,Primary CD59 deficiency: NA,ENSG00000085063
SCN4A,2,LUNG,SKM-VL,"","","","",Orphanet_99736,0.74801179348089,Acetazolamide-responsive myotonia: Acetazolamide-responsive myotonia is a form of potassium-aggravated myotonia (PAM) which shows dramatic improvement with the use of acetazolamide (ACZ).,ENSG00000007314
LIFR,2,COLON,KIDNEY,"","","","",Orphanet_3206,0.746993004776622,"Stüve-Wiedemann syndrome: A rare autosomal recessive congenital primary skeletal dysplasia, characterized by small stature, bowing of the long bones, camptodactyly, hyperthermic episodes, respiratory distress/apneic episodes and feeding difficulties that usually lead to early mortality.",ENSG00000113594
SLC12A6,2,COLON,SPLEEN,"","","","",Orphanet_1496,0.744645063640786,"Corpus callosum agenesis - neuronopathy: Corpus callosum agenesis-neuropathy is a neurodegenerative disorder characterized by severe progressive sensorimotor neuropathy beginning in infancy with resulting hypotonia, areflexia, amyotrophy and variable degrees of dysgenesis of the corpus callosum. Additional features include mild-to-severe intellectual and developmental delays, and psychiatric manifestations that include paranoid delusions, depression, hallucinations, and ""autistic-like"" features. Affected individuals are usually wheelchair restricted in the second decade of life and die in the third decade of life. The disease is inherited as an autosomal recessive trait.",ENSG00000140199
GRN,2,ADRNL,BAT,"","","","",MONDO_0011842,0.744308257218254,"Grn-related frontotemporal lobar degeneration with Tdp43 inclusions: A frontotemporal dementia characterized by variable phenotypic expression typically including social, behavioral, or language deterioration, rather than memory or motor deficits and the presence of TARDBP-positive inclusions that has material basis in mutation in the GRN gene on chromosome 17q21.31.",ENSG00000030582
TIMP3,2,LUNG,SKM-GN,"","","","",Orphanet_59181,0.743462007589634,"Sorsby's fundus dystrophy: A rare progressive autosomal dominant macular dystrophy, presenting between the third and sixth decades of life, characterized by retinal atrophy and retinal detachment and leading to loss of central vision, then peripheral vision, and eventually blindness.",ENSG00000100234
CRYBB1,2,COLON,HEART,"","","","",Orphanet_91492,0.743110960700844,Non-syndromic congenital cataract: NA,ENSG00000100122
GLP1R,2,LUNG,SPLEEN,"","","","",MONDO_0005148,0.742085424908446,type 2 diabetes mellitus: A type of diabetes mellitus that is characterized by insulin resistance or desensitization and increased blood glucose levels. This is a chronic disease that can develop gradually over the life of a patient and can be linked to both environmental factors and heredity.,ENSG00000112164
ITGA7,2,HEART,SKM-GN,"","","","",Orphanet_34520,0.741030825735519,"Congenital muscular dystrophy with integrin alpha-7 deficiency: Congenital muscular dystrophy with integrin alpha-7 deficiency is a rare, genetic, congenital muscular dystrophy due to extracellular matrix protein anomaly characterized by early motor development delay and muscle weakness with mild elevation of serum creatine kinase, that may be followed by progressive disease course with predominantly proximal muscle weakness and atrophy, motor development regress, scoliosis and respiratory insufficiency.",ENSG00000135424
MAPT,2,HEART,SKM-VL,"","","","",EFO_0003096,0.740425239030042,Pick disease: A rare neurodegenerative disorder leading to dementia. It is characterized by frontotemporal lobar degeneration with accumulation of tau proteins which form Pick bodies.,ENSG00000186868
