"feature_ID" "human_ensembl_gene"
"29593" "ENSRNOG00000010440" "ENSG00000141404"
"29601" "ENSRNOG00000010448" "ENSG00000011304"
"29609" "ENSRNOG00000010453" "ENSG00000122550"
"29617" "ENSRNOG00000010457" "ENSG00000071246"
"29625" "ENSRNOG00000010466" "ENSG00000033100"
"29633" "ENSRNOG00000010472" "ENSG00000128891"
"29641" "ENSRNOG00000010473" "ENSG00000144712"
"29649" "ENSRNOG00000010474" "ENSG00000181789"
"29665" "ENSRNOG00000010475" "ENSG00000164305"
"29673" "ENSRNOG00000010477" "ENSG00000130714"
"29681" "ENSRNOG00000010479" "ENSG00000005810"
"29689" "ENSRNOG00000010482" "ENSG00000133731"
"29697" "ENSRNOG00000010484" "ENSG00000175893"
"29705" "ENSRNOG00000010488" "ENSG00000108175"
"29713" "ENSRNOG00000010492" "ENSG00000167182"
"29721" "ENSRNOG00000010495" "ENSG00000052841"
"29729" "ENSRNOG00000010496" "ENSG00000042429"
"29737" "ENSRNOG00000010502" "ENSG00000164117"
"29745" "ENSRNOG00000010512" "ENSG00000058799"
"29753" "ENSRNOG00000010515" "ENSG00000213186"
"29761" "ENSRNOG00000010516" "ENSG00000122861"
"29769" "ENSRNOG00000010517" "ENSG00000122591"
"29777" "ENSRNOG00000010520" "ENSG00000141499"
"29785" "ENSRNOG00000010522" "ENSG00000136869"
"29793" "ENSRNOG00000010523" "ENSG00000173418"
"29801" "ENSRNOG00000010526" "ENSG00000119522"
"29809" "ENSRNOG00000010528" "ENSG00000166133"
"29817" "ENSRNOG00000010532" "ENSG00000119328"
"29825" "ENSRNOG00000010533" "ENSG00000164144"
"29833" "ENSRNOG00000010534" "ENSG00000151458"
"29841" "ENSRNOG00000010536" "ENSG00000177463"
"29849" "ENSRNOG00000010537" "ENSG00000166938"
"29857" "ENSRNOG00000010538" "ENSG00000149600"
"29865" "ENSRNOG00000010539" "ENSG00000100294"
"29873" "ENSRNOG00000010540" "ENSG00000278845"
"29881" "ENSRNOG00000010543" "ENSG00000182934"
"29889" "ENSRNOG00000010545" "ENSG00000135324"
"29897" "ENSRNOG00000010549" "ENSG00000100300"
"29905" "ENSRNOG00000010550" "ENSG00000054116"
"29913" "ENSRNOG00000010552" "ENSG00000109270"
"29921" "ENSRNOG00000010555" "ENSG00000168490"
"29937" "ENSRNOG00000010557" "ENSG00000108604"
"29945" "ENSRNOG00000010558" "ENSG00000108179"
"29953" "ENSRNOG00000010566" "ENSG00000164118"
"29961" "ENSRNOG00000010567" "ENSG00000013523"
"29969" "ENSRNOG00000010572" "ENSG00000091127"
"29977" "ENSRNOG00000010574" "ENSG00000196396"
"29985" "ENSRNOG00000010575" "ENSG00000070190"
"29993" "ENSRNOG00000010580" "ENSG00000097021"
"30001" "ENSRNOG00000010584" "ENSG00000152558"
"30009" "ENSRNOG00000010587" "ENSG00000101343"
"30017" "ENSRNOG00000010588" "ENSG00000111077"
"30025" "ENSRNOG00000010589" "ENSG00000173545"
"30041" "ENSRNOG00000010591" "ENSG00000073614"
"30049" "ENSRNOG00000010593" "ENSG00000119326"
"30057" "ENSRNOG00000010594" "ENSG00000153790"
"30065" "ENSRNOG00000010595" "ENSG00000155636"
"30073" "ENSRNOG00000010598" "ENSG00000002587"
"30081" "ENSRNOG00000010600" "ENSG00000197191"
"30089" "ENSRNOG00000010601" "ENSG00000135250"
"30097" "ENSRNOG00000010602" "ENSG00000110330"
"30105" "ENSRNOG00000010603" "ENSG00000145649"
"30113" "ENSRNOG00000010607" "ENSG00000212864"
"30121" "ENSRNOG00000010608" "ENSG00000135315"
"30129" "ENSRNOG00000010609" "ENSG00000033050"
"30137" "ENSRNOG00000010616" "ENSG00000188566"
"30145" "ENSRNOG00000010620" "ENSG00000058804"
"30153" "ENSRNOG00000010624" "ENSG00000132842"
"30161" "ENSRNOG00000010625" "ENSG00000088305"
"30169" "ENSRNOG00000010626" "ENSG00000176170"
"30177" "ENSRNOG00000010628" "ENSG00000157020"
"30185" "ENSRNOG00000010629" "ENSG00000106100"
"30193" "ENSRNOG00000010630" "ENSG00000137509"
"30201" "ENSRNOG00000010633" "ENSG00000151726"
"30209" "ENSRNOG00000010635" "ENSG00000141753"
"30217" "ENSRNOG00000010636" "ENSG00000162377"
"30225" "ENSRNOG00000010637" "ENSG00000131374"
"30233" "ENSRNOG00000010642" "ENSG00000140280"
"30241" "ENSRNOG00000010643" "ENSG00000197256"
"30249" "ENSRNOG00000010645" "ENSG00000131981"
"30257" "ENSRNOG00000010646" "ENSG00000198133"
"30265" "ENSRNOG00000010650" "ENSG00000054690"
"30273" "ENSRNOG00000010652" "ENSG00000130158"
"30281" "ENSRNOG00000010653" "ENSG00000156030"
"30289" "ENSRNOG00000010658" "ENSG00000116761"
"30297" "ENSRNOG00000010659" "ENSG00000104064"
"30305" "ENSRNOG00000010661" "ENSG00000113088"
"30313" "ENSRNOG00000010664" "ENSG00000177082"
"30321" "ENSRNOG00000010665" "ENSG00000126353"
"30329" "ENSRNOG00000010668" "ENSG00000197043"
"30337" "ENSRNOG00000010673" "ENSG00000132591"
"30345" "ENSRNOG00000010676" "ENSG00000073584"
"30353" "ENSRNOG00000010680" "ENSG00000144893"
"30361" "ENSRNOG00000010682" "ENSG00000109572"
"30369" "ENSRNOG00000010688" "ENSG00000154146"
"30377" "ENSRNOG00000010691" "ENSG00000140931"
"30385" "ENSRNOG00000010694" "ENSG00000146242"
"30393" "ENSRNOG00000010697" "ENSG00000138796"
"30401" "ENSRNOG00000010698" "ENSG00000133742"
"30409" "ENSRNOG00000010701" "ENSG00000035499"
"30417" "ENSRNOG00000010702" "ENSG00000009335"
"30425" "ENSRNOG00000010706" "ENSG00000159873"
"30433" "ENSRNOG00000010711" "ENSG00000100697"
"30441" "ENSRNOG00000010712" "ENSG00000166848"
"30449" "ENSRNOG00000010714" "ENSG00000104760"
"30457" "ENSRNOG00000010716" "ENSG00000168874"
"30465" "ENSRNOG00000010719" "ENSG00000171824"
"30473" "ENSRNOG00000010721" "ENSG00000126787"
"30481" "ENSRNOG00000010725" "ENSG00000091704"
"30489" "ENSRNOG00000010727" "ENSG00000107341"
"30497" "ENSRNOG00000010728" "ENSG00000082146"
"30505" "ENSRNOG00000010729" "ENSG00000138592"
"30513" "ENSRNOG00000010732" "ENSG00000150459"
"30521" "ENSRNOG00000010733" "ENSG00000160695"
"30529" "ENSRNOG00000010735" "ENSG00000066136"
"30537" "ENSRNOG00000010737" "ENSG00000139793"
"30545" "ENSRNOG00000010743" "ENSG00000255561"
"30553" "ENSRNOG00000010744" "ENSG00000099250"
"30561" "ENSRNOG00000010746" "ENSG00000144713"
"30569" "ENSRNOG00000010748" "ENSG00000129422"
"30577" "ENSRNOG00000010750" "ENSG00000105849"
"30585" "ENSRNOG00000010752" "ENSG00000166471"
"30593" "ENSRNOG00000010753" "ENSG00000146416"
"30601" "ENSRNOG00000010758" "ENSG00000064547"
"30609" "ENSRNOG00000010760" "ENSG00000133740"
"30617" "ENSRNOG00000010761" "ENSG00000168878"
"30625" "ENSRNOG00000010765" "ENSG00000035403"
"30633" "ENSRNOG00000010768" "ENSG00000186432"
"30641" "ENSRNOG00000010771" "ENSG00000008710"
"30649" "ENSRNOG00000010775" "ENSG00000140450"
"30657" "ENSRNOG00000010776" "ENSG00000105726"
"30665" "ENSRNOG00000010777" "ENSG00000198846"
"30673" "ENSRNOG00000010780" "ENSG00000164741"
"30681" "ENSRNOG00000010783" "ENSG00000198042"
"30689" "ENSRNOG00000010789" "ENSG00000164086"
"30697" "ENSRNOG00000010791" "ENSG00000042062"
"30705" "ENSRNOG00000010793" "ENSG00000167778"
"30713" "ENSRNOG00000010794" "ENSG00000105339"
"30721" "ENSRNOG00000010795" "ENSG00000080802"
"30729" "ENSRNOG00000010798" "ENSG00000136573"
"30737" "ENSRNOG00000010799" "ENSG00000151014"
"30745" "ENSRNOG00000010800" "ENSG00000138029"
"30753" "ENSRNOG00000010802" "ENSG00000118420"
"30761" "ENSRNOG00000010805" "ENSG00000170323"
"30769" "ENSRNOG00000010812" "ENSG00000079156"
"30777" "ENSRNOG00000010813" "ENSG00000108219"
"30785" "ENSRNOG00000010815" "ENSG00000109381"
"30793" "ENSRNOG00000010821" "ENSG00000100124"
"30801" "ENSRNOG00000010824" "ENSG00000151883"
"30809" "ENSRNOG00000010825" "ENSG00000164975"
"30817" "ENSRNOG00000010827" "ENSG00000117569"
"30825" "ENSRNOG00000010830" "ENSG00000151729"
"30833" "ENSRNOG00000010833" "ENSG00000065911"
"30841" "ENSRNOG00000010838" "ENSG00000078061"
"30849" "ENSRNOG00000010841" "ENSG00000171812"
"30857" "ENSRNOG00000010843" "ENSG00000188811"
"30865" "ENSRNOG00000010846" "ENSG00000101997"
"30873" "ENSRNOG00000010849" "ENSG00000116863"
"30881" "ENSRNOG00000010852" "ENSG00000155561"
"30889" "ENSRNOG00000010859" "ENSG00000162378"
"30897" "ENSRNOG00000010866" "ENSG00000170006"
"30905" "ENSRNOG00000010867" "ENSG00000188981"
"30913" "ENSRNOG00000010872" "ENSG00000166165"
"30921" "ENSRNOG00000010873" "ENSG00000057757"
"30929" "ENSRNOG00000010875" "ENSG00000174749"
"30937" "ENSRNOG00000010877" "ENSG00000086848"
"30945" "ENSRNOG00000010880" "ENSG00000170837"
"30953" "ENSRNOG00000010881" "ENSG00000115993"
"30961" "ENSRNOG00000010882" "ENSG00000090054"
"30969" "ENSRNOG00000010883" "ENSG00000124171"
"30977" "ENSRNOG00000010886" "ENSG00000050344"
"30985" "ENSRNOG00000010887" "ENSG00000182919"
"30993" "ENSRNOG00000010888" "ENSG00000164236"
"31001" "ENSRNOG00000010889" "ENSG00000109670"
"31009" "ENSRNOG00000010890" "ENSG00000168487"
"31017" "ENSRNOG00000010891" "ENSG00000133739"
"31025" "ENSRNOG00000010892" "ENSG00000198492"
"31033" "ENSRNOG00000010894" "ENSG00000187713"
"31041" "ENSRNOG00000010895" "ENSG00000112697"
"31049" "ENSRNOG00000010896" "ENSG00000176058"
"31057" "ENSRNOG00000010897" "ENSG00000119408"
"31065" "ENSRNOG00000010898" "ENSG00000163421"
"31073" "ENSRNOG00000010899" "ENSG00000170819"
"31081" "ENSRNOG00000010902" "ENSG00000011007"
"31089" "ENSRNOG00000010906" "ENSG00000271503"
"31097" "ENSRNOG00000010910" "ENSG00000162419"
"31105" "ENSRNOG00000010912" "ENSG00000131368"
"31113" "ENSRNOG00000010914" "ENSG00000100564"
"31121" "ENSRNOG00000010915" "ENSG00000099219"
"31129" "ENSRNOG00000010918" "ENSG00000245848"
"31137" "ENSRNOG00000010919" "ENSG00000129071"
"31145" "ENSRNOG00000010921" "ENSG00000166012"
"31153" "ENSRNOG00000010922" "ENSG00000137713"
"31161" "ENSRNOG00000010930" "ENSG00000168883"
"31169" "ENSRNOG00000010934" "ENSG00000064199"
"31177" "ENSRNOG00000010935" "ENSG00000080618"
"31185" "ENSRNOG00000010940" "ENSG00000240303"
"31193" "ENSRNOG00000010941" "ENSG00000145365"
"31201" "ENSRNOG00000010942" "ENSG00000175066"
"31209" "ENSRNOG00000010944" "ENSG00000149428"
"31217" "ENSRNOG00000010945" "ENSG00000166913"
"31225" "ENSRNOG00000010947" "ENSG00000157227"
"31233" "ENSRNOG00000010950" "ENSG00000106477"
"31241" "ENSRNOG00000010951" "ENSG00000091317"
"31249" "ENSRNOG00000010952" "ENSG00000163913"
"31257" "ENSRNOG00000010953" "ENSG00000116237"
"31265" "ENSRNOG00000010957" "ENSG00000157764"
"31273" "ENSRNOG00000010958" "ENSG00000165672"
"31281" "ENSRNOG00000010959" "ENSG00000183655"
"31289" "ENSRNOG00000010960" "ENSG00000154122"
"31297" "ENSRNOG00000010964" "ENSG00000170776"
"31305" "ENSRNOG00000010966" "ENSG00000150093"
"31313" "ENSRNOG00000010967" "ENSG00000106993"
"31321" "ENSRNOG00000010971" "ENSG00000178996"
"31329" "ENSRNOG00000010975" "ENSG00000101126"
"31337" "ENSRNOG00000010977" "ENSG00000167779"
"31345" "ENSRNOG00000010980" "ENSG00000120685"
"31353" "ENSRNOG00000010981" "ENSG00000148308"
"31361" "ENSRNOG00000010984" "ENSG00000122359"
"31369" "ENSRNOG00000010985" "ENSG00000119725"
"31377" "ENSRNOG00000010986" "ENSG00000153551"
"31385" "ENSRNOG00000010989" "ENSG00000065150"
"31393" "ENSRNOG00000010993" "ENSG00000000419"
"31401" "ENSRNOG00000010994" "ENSG00000105509"
"31409" "ENSRNOG00000010996" "ENSG00000173542"
"31417" "ENSRNOG00000010997" "ENSG00000136160"
"31425" "ENSRNOG00000010999" "ENSG00000166004"
"31433" "ENSRNOG00000011007" "ENSG00000175931"
"31441" "ENSRNOG00000011009" "ENSG00000183723"
"31449" "ENSRNOG00000011014" "ENSG00000158623"
"31457" "ENSRNOG00000011015" "ENSG00000010818"
"31465" "ENSRNOG00000011016" "ENSG00000003989"
"31473" "ENSRNOG00000011020" "ENSG00000100129"
"31481" "ENSRNOG00000011024" "ENSG00000180776"
"31489" "ENSRNOG00000011025" "ENSG00000145331"
"31497" "ENSRNOG00000011026" "ENSG00000119669"
"31505" "ENSRNOG00000011027" "ENSG00000081307"
"31513" "ENSRNOG00000011029" "ENSG00000140612"
"31521" "ENSRNOG00000011032" "ENSG00000145685"
"31529" "ENSRNOG00000011039" "ENSG00000131979"
"31537" "ENSRNOG00000011044" "ENSG00000165959"
"31545" "ENSRNOG00000011047" "ENSG00000269556"
"31553" "ENSRNOG00000011052" "ENSG00000106105"
"31561" "ENSRNOG00000011053" "ENSG00000155016"
"31569" "ENSRNOG00000011054" "ENSG00000162511"
"31577" "ENSRNOG00000011057" "ENSG00000171109"
"31585" "ENSRNOG00000011058" "ENSG00000152818"
"31593" "ENSRNOG00000011059" "ENSG00000128881"
"31601" "ENSRNOG00000011060" "ENSG00000109103"
"31609" "ENSRNOG00000011063" "ENSG00000213047"
"31617" "ENSRNOG00000011066" "ENSG00000145495"
"31625" "ENSRNOG00000011068" "ENSG00000198682"
"31633" "ENSRNOG00000011070" "ENSG00000114450"
"31641" "ENSRNOG00000011071" "ENSG00000135318"
"31649" "ENSRNOG00000011073" "ENSG00000197386"
"31657" "ENSRNOG00000011077" "ENSG00000104067"
"31665" "ENSRNOG00000011078" "ENSG00000116649"
"31673" "ENSRNOG00000011093" "ENSG00000176101"
"31681" "ENSRNOG00000011096" "ENSG00000029993"
"31697" "ENSRNOG00000011104" "ENSG00000116251"
"31713" "ENSRNOG00000011105" "ENSG00000185305"
"31721" "ENSRNOG00000011111" "ENSG00000198894"
"31729" "ENSRNOG00000011112" "ENSG00000156050"
"31737" "ENSRNOG00000011114" "ENSG00000028839"
"31745" "ENSRNOG00000011116" "ENSG00000109762"
"31753" "ENSRNOG00000011134" "ENSG00000196569"
"31761" "ENSRNOG00000011135" "ENSG00000137947"
"31769" "ENSRNOG00000011137" "ENSG00000177888"
"31777" "ENSRNOG00000011138" "ENSG00000162244"
"31785" "ENSRNOG00000011140" "ENSG00000122378"
"31793" "ENSRNOG00000011141" "ENSG00000186910"
"31801" "ENSRNOG00000011142" "ENSG00000103018"
"31809" "ENSRNOG00000011146" "ENSG00000163754"
"31817" "ENSRNOG00000011148" "ENSG00000114850"
"31825" "ENSRNOG00000011150" "ENSG00000113273"
"31833" "ENSRNOG00000011153" "ENSG00000177663"
"31841" "ENSRNOG00000011154" "ENSG00000069122"
"31849" "ENSRNOG00000011156" "ENSG00000139182"
"31857" "ENSRNOG00000011157" "ENSG00000162434"
"31865" "ENSRNOG00000011158" "ENSG00000221914"
"31873" "ENSRNOG00000011162" "ENSG00000166002"
"31881" "ENSRNOG00000011164" "ENSG00000119723"
"31889" "ENSRNOG00000011167" "ENSG00000198554"
"31897" "ENSRNOG00000011168" "ENSG00000165487"
"31905" "ENSRNOG00000011174" "ENSG00000171051"
"31913" "ENSRNOG00000011175" "ENSG00000122566"
"31921" "ENSRNOG00000011181" "ENSG00000163751"
"31929" "ENSRNOG00000011184" "ENSG00000164707"
"31937" "ENSRNOG00000011189" "ENSG00000243989"
"31945" "ENSRNOG00000011194" "ENSG00000134900"
"31953" "ENSRNOG00000011195" "ENSG00000180228"
"31961" "ENSRNOG00000011199" "ENSG00000137817"
"31969" "ENSRNOG00000011200" "ENSG00000145692"
"31977" "ENSRNOG00000011201" "ENSG00000170293"
"31985" "ENSRNOG00000011203" "ENSG00000152767"
"31993" "ENSRNOG00000011205" "ENSG00000275385"
"32001" "ENSRNOG00000011205" "ENSG00000276085"
"32009" "ENSRNOG00000011205" "ENSG00000277632"
"32017" "ENSRNOG00000011208" "ENSG00000165917"
"32025" "ENSRNOG00000011213" "ENSG00000197299"
"32033" "ENSRNOG00000011214" "ENSG00000100142"
"32041" "ENSRNOG00000011216" "ENSG00000177565"
"32049" "ENSRNOG00000011222" "ENSG00000088986"
"32057" "ENSRNOG00000011226" "ENSG00000126953"
"32065" "ENSRNOG00000011227" "ENSG00000129244"
"32073" "ENSRNOG00000011228" "ENSG00000204381"
"32081" "ENSRNOG00000011237" "ENSG00000123200"
"32089" "ENSRNOG00000011238" "ENSG00000163659"
"32097" "ENSRNOG00000011241" "ENSG00000114126"
"32105" "ENSRNOG00000011245" "ENSG00000146376"
"32113" "ENSRNOG00000011250" "ENSG00000241644"
"32121" "ENSRNOG00000011254" "ENSG00000009780"
"32129" "ENSRNOG00000011258" "ENSG00000009724"
"32137" "ENSRNOG00000011260" "ENSG00000164237"
"32145" "ENSRNOG00000011261" "ENSG00000163728"
"32153" "ENSRNOG00000011262" "ENSG00000063169"
"32161" "ENSRNOG00000011271" "ENSG00000171444"
"32169" "ENSRNOG00000011276" "ENSG00000133678"
"32177" "ENSRNOG00000011278" "ENSG00000104375"
"32185" "ENSRNOG00000011279" "ENSG00000103121"
"32193" "ENSRNOG00000011280" "ENSG00000171843"
"32201" "ENSRNOG00000011282" "ENSG00000105568"
"32209" "ENSRNOG00000011283" "ENSG00000196636"
"32217" "ENSRNOG00000011284" "ENSG00000164023"
"32225" "ENSRNOG00000011287" "ENSG00000107789"
"32233" "ENSRNOG00000011293" "ENSG00000056050"
"32241" "ENSRNOG00000011294" "ENSG00000077254"
"32249" "ENSRNOG00000011295" "ENSG00000176248"
"32257" "ENSRNOG00000011296" "ENSG00000166451"
"32265" "ENSRNOG00000011302" "ENSG00000103769"
"32273" "ENSRNOG00000011307" "ENSG00000163681"
"32281" "ENSRNOG00000011308" "ENSG00000147854"
"32289" "ENSRNOG00000011311" "ENSG00000138801"
"32297" "ENSRNOG00000011315" "ENSG00000175221"
"32305" "ENSRNOG00000011316" "ENSG00000154319"
"32313" "ENSRNOG00000011317" "ENSG00000065243"
"32321" "ENSRNOG00000011321" "ENSG00000131378"
"32329" "ENSRNOG00000011329" "ENSG00000067225"
"32345" "ENSRNOG00000011330" "ENSG00000172831"
"32353" "ENSRNOG00000011332" "ENSG00000092853"
"32361" "ENSRNOG00000011338" "ENSG00000069998"
"32369" "ENSRNOG00000011339" "ENSG00000065613"
"32377" "ENSRNOG00000011340" "ENSG00000118454"
"32385" "ENSRNOG00000011341" "ENSG00000164327"
"32393" "ENSRNOG00000011346" "ENSG00000024422"
"32401" "ENSRNOG00000011348" "ENSG00000135317"
"32409" "ENSRNOG00000011351" "ENSG00000151224"
"32417" "ENSRNOG00000011352" "ENSG00000140564"
"32425" "ENSRNOG00000011353" "ENSG00000165702"
"32433" "ENSRNOG00000011358" "ENSG00000110422"
"32441" "ENSRNOG00000011361" "ENSG00000137700"
"32449" "ENSRNOG00000011363" "ENSG00000161048"
"32457" "ENSRNOG00000011366" "ENSG00000087111"
"32465" "ENSRNOG00000011367" "ENSG00000186104"
"32473" "ENSRNOG00000011373" "ENSG00000168476"
"32481" "ENSRNOG00000011375" "ENSG00000103197"
"32489" "ENSRNOG00000011376" "ENSG00000119636"
"32497" "ENSRNOG00000011377" "ENSG00000180008"
"32505" "ENSRNOG00000011379" "ENSG00000166946"
"32513" "ENSRNOG00000011381" "ENSG00000103740"
"32521" "ENSRNOG00000011382" "ENSG00000136709"
"32529" "ENSRNOG00000011383" "ENSG00000164258"
"32537" "ENSRNOG00000011384" "ENSG00000164022"
"32545" "ENSRNOG00000011387" "ENSG00000187605"
"32553" "ENSRNOG00000011391" "ENSG00000131381"
"32561" "ENSRNOG00000011394" "ENSG00000084731"
"32569" "ENSRNOG00000011398" "ENSG00000166166"
"32585" "ENSRNOG00000011402" "ENSG00000143319"
"32593" "ENSRNOG00000011404" "ENSG00000100288"
"32601" "ENSRNOG00000011406" "ENSG00000275302"
"32609" "ENSRNOG00000011406" "ENSG00000276070"
"32617" "ENSRNOG00000011407" "ENSG00000275342"
"32625" "ENSRNOG00000011413" "ENSG00000174348"
"32633" "ENSRNOG00000011414" "ENSG00000165916"
"32641" "ENSRNOG00000011416" "ENSG00000150630"
"32649" "ENSRNOG00000011417" "ENSG00000152270"
"32657" "ENSRNOG00000011419" "ENSG00000119711"
"32665" "ENSRNOG00000011420" "ENSG00000003987"
"32673" "ENSRNOG00000011421" "ENSG00000084070"
"32681" "ENSRNOG00000011422" "ENSG00000166454"
"32689" "ENSRNOG00000011431" "ENSG00000147324"
"32697" "ENSRNOG00000011439" "ENSG00000198873"
"32705" "ENSRNOG00000011441" "ENSG00000076554"
"32713" "ENSRNOG00000011446" "ENSG00000136059"
"32721" "ENSRNOG00000011448" "ENSG00000104626"
"32729" "ENSRNOG00000011451" "ENSG00000130881"
"32737" "ENSRNOG00000011452" "ENSG00000109107"
"32745" "ENSRNOG00000011454" "ENSG00000145348"
"32753" "ENSRNOG00000011455" "ENSG00000180773"
"32761" "ENSRNOG00000011459" "ENSG00000129667"
"32769" "ENSRNOG00000011461" "ENSG00000185009"
"32777" "ENSRNOG00000011463" "ENSG00000126067"
"32785" "ENSRNOG00000011467" "ENSG00000130717"
"32793" "ENSRNOG00000011470" "ENSG00000165699"
"32801" "ENSRNOG00000011474" "ENSG00000173281"
"32809" "ENSRNOG00000011476" "ENSG00000137513"
"32817" "ENSRNOG00000011478" "ENSG00000129048"
"32825" "ENSRNOG00000011480" "ENSG00000275835"
"32833" "ENSRNOG00000011483" "ENSG00000163220"
"32841" "ENSRNOG00000011488" "ENSG00000129158"
"32849" "ENSRNOG00000011489" "ENSG00000198858"
"32857" "ENSRNOG00000011490" "ENSG00000130173"
"32865" "ENSRNOG00000011491" "ENSG00000138246"
"32873" "ENSRNOG00000011497" "ENSG00000137124"
"32881" "ENSRNOG00000011498" "ENSG00000164985"
"32889" "ENSRNOG00000011500" "ENSG00000110777"
"32897" "ENSRNOG00000011501" "ENSG00000069849"
"32905" "ENSRNOG00000011503" "ENSG00000107338"
"32913" "ENSRNOG00000011507" "ENSG00000100151"
"32921" "ENSRNOG00000011509" "ENSG00000006530"
"32929" "ENSRNOG00000011511" "ENSG00000102572"
"32937" "ENSRNOG00000011513" "ENSG00000102393"
"32945" "ENSRNOG00000011517" "ENSG00000146072"
"32953" "ENSRNOG00000011519" "ENSG00000164815"
"32961" "ENSRNOG00000011523" "ENSG00000113648"
"32969" "ENSRNOG00000011526" "ENSG00000140479"
"32977" "ENSRNOG00000011527" "ENSG00000166170"
"32985" "ENSRNOG00000011528" "ENSG00000172339"
"32993" "ENSRNOG00000011530" "ENSG00000106125"
"33001" "ENSRNOG00000011535" "ENSG00000140905"
"33009" "ENSRNOG00000011540" "ENSG00000009844"
"33017" "ENSRNOG00000011541" "ENSG00000161544"
"33025" "ENSRNOG00000011542" "ENSG00000256053"
"33033" "ENSRNOG00000011543" "ENSG00000197798"
"33041" "ENSRNOG00000011544" "ENSG00000165804"
"33049" "ENSRNOG00000011550" "ENSG00000069424"
"33057" "ENSRNOG00000011552" "ENSG00000103111"
"33065" "ENSRNOG00000011553" "ENSG00000136518"
"33073" "ENSRNOG00000011555" "ENSG00000066557"
"33081" "ENSRNOG00000011557" "ENSG00000143546"
"33089" "ENSRNOG00000011559" "ENSG00000117519"
"33097" "ENSRNOG00000011560" "ENSG00000104643"
"33105" "ENSRNOG00000011561" "ENSG00000123213"
"33113" "ENSRNOG00000011567" "ENSG00000165526"
"33121" "ENSRNOG00000011573" "ENSG00000139631"
"33129" "ENSRNOG00000011582" "ENSG00000105514"
"33137" "ENSRNOG00000011584" "ENSG00000076650"
"33145" "ENSRNOG00000011586" "ENSG00000163660"
"33161" "ENSRNOG00000011588" "ENSG00000118518"
"33169" "ENSRNOG00000011592" "ENSG00000197324"
"33177" "ENSRNOG00000011595" "ENSG00000166192"
"33185" "ENSRNOG00000011603" "ENSG00000102547"
"33193" "ENSRNOG00000011606" "ENSG00000138385"
"33201" "ENSRNOG00000011611" "ENSG00000168175"
"33209" "ENSRNOG00000011613" "ENSG00000145725"
"33217" "ENSRNOG00000011614" "ENSG00000172765"
"33225" "ENSRNOG00000011617" "ENSG00000114956"
"33233" "ENSRNOG00000011618" "ENSG00000151611"
"33241" "ENSRNOG00000011619" "ENSG00000066933"
"33249" "ENSRNOG00000011621" "ENSG00000092199"
"33265" "ENSRNOG00000011622" "ENSG00000093144"
"33273" "ENSRNOG00000011625" "ENSG00000173273"
"33281" "ENSRNOG00000011627" "ENSG00000056097"
"33289" "ENSRNOG00000011632" "ENSG00000150753"
"33297" "ENSRNOG00000011636" "ENSG00000174839"
"33305" "ENSRNOG00000011639" "ENSG00000136522"
"33313" "ENSRNOG00000011645" "ENSG00000143303"
"33321" "ENSRNOG00000011647" "ENSG00000197956"
"33329" "ENSRNOG00000011648" "ENSG00000240583"
