Discovered in,Entrez,Symbol,Group,Model pvalue,AICc diff,Coefficients,R2(if applicable),subgroups
"longterm,muscle",5730,NFIB,time;avg_age,1.61E-05,-7.175502678,"b0:-0.37(0.014),time.L:-0.3(7.9e-06),avg_age:0.011(0.00021)",60.56687222,"longterm,muscle,time;avg_age,1"
"longterm,muscle",4781,UBAP2,prop_males,1.61E-05,-6.538357177,"b0:0.086(3.3e-05),prop_males:-0.16(1.6e-05)",99.95657231,"longterm,muscle,prop_males,1"
"longterm,muscle",55833,EXOSC3,prop_males,5.07E-05,-5.698921892,"b0:0.045(0.25),prop_males:-0.26(5.1e-05)",63.61660473,"longterm,muscle,prop_males,1"
"longterm,muscle",51010,ALDH1A1,prop_males,1.50E-05,-12.14917291,"b0:0.092(0.00014),prop_males:-0.19(1.5e-05)",0,"longterm,muscle,prop_males,1"
"longterm,muscle",216,TLE1,time,3.74E-06,-9.222213508,"b0:-0.094(3.6e-07),time.L:-0.12(3.7e-06)",95.95253375,"longterm,muscle,time,1"
"longterm,muscle",7088,OGN,prop_males,0.00014625,-11.28999117,"b0:0.23(0.032),prop_males:-0.63(0.00015)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",4969,ASPN,base_model,0.000580485,-5.513385624,b0:0.35(0.00058),NA,"longterm,muscle,base_model,2"
"longterm,muscle",54829,PTCH1,base_model,0.000127084,-14.3965181,b0:0.36(0.00013),NA,"longterm,muscle,base_model,2"
"longterm,muscle",5727,ZNF510,prop_males,7.58E-05,-6.678618448,"b0:0.095(0.00015),prop_males:-0.18(7.6e-05)",91.83432702,"longterm,muscle,prop_males,1"
"longterm,muscle",22869,SVEP1,prop_males,0.000558328,-5.253236855,"b0:0.057(0.0051),prop_males:-0.14(0.00056)",100,"longterm,muscle,prop_males,1"
"longterm,muscle",79987,RC3H2,base_model,0.000719516,-15.43979021,b0:0.1(0.00072),NA,"longterm,muscle,base_model,2"
"longterm,muscle",54542,TRUB2,prop_males,2.70E-05,-6.822943757,"b0:0.086(6.5e-05),prop_males:-0.16(2.7e-05)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",26995,SETX,avg_age,1.10E-05,-7.35335796,"b0:0.2(3.8e-07),avg_age:-0.0035(1.1e-05)",74.07145268,"longterm,muscle,avg_age,1"
"longterm,muscle",23064,SARDH,prop_males,6.50E-05,-9.259290764,"b0:0.065(0.018),prop_males:-0.18(6.5e-05)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",1757,TCEANC,prop_males,1.19E-05,-11.2718707,"b0:-0.051(2.9e-05),prop_males:0.1(1.2e-05)",0,"longterm,muscle,prop_males,1"
"longterm,muscle",170082,RAB9A,prop_males,2.98E-08,-18.47791595,"b0:0.096(3e-06),prop_males:-0.22(3e-08)",94.52706094,"longterm,muscle,prop_males,1"
"longterm,muscle",9367,TSPYL2,prop_males,0.000471081,-5.376936306,"b0:0.14(0.0035),prop_males:-0.28(0.00047)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",64061,MED12,avg_age,1.87E-05,-7.307886994,"b0:-0.27(3.3e-07),avg_age:0.0045(1.9e-05)",68.94017288,"longterm,muscle,avg_age,1"
"longterm,muscle",9968,PLS3,prop_males,4.29E-06,-7.940570442,"b0:0.064(0.012),prop_males:-0.2(4.3e-06)",79.14308811,"longterm,muscle,prop_males,1"
"longterm,muscle",5358,XIAP,base_model,4.23E-07,-6.513225459,b0:0.24(4.2e-07),NA,"longterm,muscle,base_model,2"
"longterm,muscle",331,STAG2,prop_males,0.00014272,-6.158586227,"b0:0.047(0.012),prop_males:-0.14(0.00014)",100,"longterm,muscle,prop_males,1"
"longterm,muscle",10735,SLC9A6,prop_males,2.34E-05,-6.259289648,"b0:0.055(0.0014),prop_males:-0.14(2.3e-05)",89.05336686,"longterm,muscle,prop_males,1"
"longterm,muscle",10479,BGN,prop_males,0.000170656,-5.909707835,"b0:0.052(0.014),prop_males:-0.15(0.00017)",75.55882998,"longterm,muscle,prop_males,1"
"longterm,muscle",633,EMD,base_model,1.48E-08,-6.57411999,b0:0.36(1.5e-08),NA,"acute,muscle,time,1 and longterm,muscle,base_model,2"
"longterm,muscle",2010,VEGFD,base_model,5.09E-06,-6.141026979,b0:-0.12(5.1e-06),NA,"longterm,muscle,base_model,1"
"longterm,muscle",2277,MBNL3,base_model,0.000684054,-8.326721082,b0:-0.11(0.00068),NA,"longterm,muscle,base_model,1"
"longterm,muscle",55796,TMLHE,prop_males,7.63E-05,-8.980639099,"b0:0.19(0.001),prop_males:-0.42(7.6e-05)",56.76280705,"longterm,muscle,prop_males,1"
"longterm,muscle",55217,CD24,prop_males,0.000234962,-6.043569688,"b0:0.073(8.8e-05),prop_males:-0.13(0.00023)",75.951094,"longterm,muscle,prop_males,1"
"longterm,muscle",100133941,ECSCR,prop_males,2.28E-06,-16.22252905,"b0:0.21(0.00014),prop_males:-0.42(2.3e-06)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",641700,A1BG-AS1,base_model,0.000494696,-15.89396434,b0:0.15(0.00049),NA,"longterm,muscle,base_model,2"
"longterm,muscle",503538,BOLA3,prop_males,1.58E-06,-11.45251609,"b0:-0.092(8.6e-06),prop_males:0.19(1.6e-06)",96.76487142,"longterm,muscle,prop_males,1"
"longterm,muscle",388962,GASK1B,base_model,2.06E-18,0,b0:0.14(2.1e-18),NA,"longterm,muscle,base_model,2"
"longterm,muscle",51313,CD14,base_model,1.00E-19,0,b0:0.14(1e-19),NA,"longterm,muscle,base_model,2"
"longterm,muscle",929,PDPN,base_model,1.18E-05,0,b0:0.13(1.2e-05),NA,"longterm,muscle,base_model,2"
"longterm,blood",440574,MICOS10,base_model,4.52E-05,-0.000102917,b0:0.11(4.5e-05),NA,"longterm,blood,base_model,2"
"longterm,blood",51372,TMA7,base_model,0.000436339,0,b0:0.11(0.00044),NA,"longterm,blood,base_model,2"
"longterm,blood",192670,AGO4,base_model,1.82E-05,-0.000716229,b0:-0.15(1.9e-05),NA,"longterm,blood,base_model,1"
"longterm,blood",6144,RPL21,base_model,2.01E-08,0,b0:0.15(2e-08),NA,"longterm,blood,base_model,2"
"longterm,blood",119774,OR52K2,base_model,0.000300087,0,b0:-0.18(3e-04),NA,"longterm,blood,base_model,1"
"longterm,blood",6230,RPS25,base_model,1.37E-06,0,b0:0.1(1.4e-06),NA,"longterm,blood,base_model,2"
"longterm,blood",114609,TIRAP,base_model,4.59E-08,0,b0:-0.18(4.6e-08),NA,"longterm,blood,base_model,1"
"longterm,blood",258010,SVIP,base_model,0.000559277,0,b0:0.22(0.00056),NA,"longterm,blood,base_model,2"
"longterm,blood",5939,RBMS2,base_model,0.000318345,0,b0:-0.13(0.00032),NA,"longterm,blood,base_model,1"
"longterm,blood",22877,MLXIP,base_model,1.00E-05,0,b0:-0.13(1e-05),NA,"longterm,blood,base_model,1"
"longterm,blood",171017,ZNF384,base_model,0.000463436,-5.30E-08,b0:-0.11(0.00046),NA,"longterm,muscle,avg_age,1 and longterm,blood,base_model,1"
"longterm,blood",969,CD69,base_model,0.000197634,-1.16E-05,b0:0.35(2e-04),NA,"longterm,blood,base_model,2"
"longterm,blood",23389,MED13L,base_model,1.07E-05,0,b0:-0.11(1.1e-05),NA,"longterm,blood,base_model,1"
"longterm,blood",10169,SERF2,base_model,0.000371392,0,b0:-0.13(0.00037),NA,"longterm,blood,base_model,1"
"longterm,blood",9640,ZNF592,base_model,2.44E-05,0,b0:-0.11(2.4e-05),NA,"longterm,blood,base_model,1"
"longterm,blood",80035,ANP32A-IT1,base_model,6.09E-07,0,b0:-0.24(6.1e-07),NA,"longterm,blood,base_model,1"
"longterm,blood",201725,C4orf46,base_model,0.000174439,0,b0:0.15(0.00017),NA,"longterm,blood,base_model,2"
"longterm,blood",409,ARRB2,base_model,0.000865004,0,b0:-0.13(0.00087),NA,"longterm,blood,base_model,1"
"longterm,blood",162632,USP32P1,base_model,0.000258938,0,b0:-0.12(0.00026),NA,"longterm,blood,base_model,1"
"longterm,blood",9489,PGS1,base_model,5.05E-06,0,b0:-0.15(5.1e-06),NA,"longterm,blood,base_model,1"
"longterm,blood",100653515,CEP295NL,base_model,9.59E-05,-2.39E-08,b0:-0.25(9.6e-05),NA,"longterm,blood,base_model,1"
"longterm,blood",9545,RAB3D,base_model,0.000613971,0,b0:-0.12(0.00061),NA,"longterm,blood,base_model,1"
"longterm,blood",8778,SIGLEC5,base_model,6.31E-06,0,b0:-0.15(6.3e-06),NA,"longterm,blood,base_model,1"
"longterm,blood",10678,B3GNT2,base_model,5.42E-05,0,b0:0.13(5.4e-05),NA,"longterm,muscle,avg_age;prop_males,1 and longterm,blood,base_model,2"
"longterm,blood",128646,SIRPD,base_model,7.91E-05,-1.10E-05,b0:-0.16(7.9e-05),NA,"longterm,blood,base_model,1"
"longterm,blood",56261,GPCPD1,base_model,4.16E-05,-0.001870037,b0:-0.13(4.3e-05),NA,"longterm,blood,base_model,1"
"longterm,blood",27131,SNX5,base_model,2.76E-06,0,b0:0.11(2.8e-06),NA,"longterm,blood,base_model,2"
"longterm,blood",26140,TTLL3,base_model,7.73E-06,0,b0:-0.14(7.7e-06),NA,"longterm,blood,base_model,1"
"longterm,blood",8994,LIMD1,base_model,0.000279336,-0.00011364,b0:-0.12(0.00028),NA,"longterm,blood,base_model,1"
"longterm,blood",64778,FNDC3B,base_model,0.000938852,-0.000363571,b0:-0.12(0.00094),NA,"longterm,blood,base_model,1"
"longterm,blood",55689,YEATS2,base_model,0.000355558,-0.000437895,b0:-0.1(0.00036),NA,"longterm,blood,base_model,1"
"longterm,blood",114884,OSBPL10,base_model,0.000722382,-4.19E-05,b0:-0.12(0.00072),NA,"longterm,blood,base_model,1"
"longterm,blood",6152,RPL24,base_model,6.23E-05,0,b0:0.11(6.2e-05),NA,"longterm,blood,base_model,2"
"longterm,blood",3516,RBPJ,base_model,0.000134143,-9.49E-08,b0:-0.13(0.00013),NA,"longterm,blood,base_model,1"
"longterm,blood",2549,GAB1,base_model,5.87E-06,0,b0:-0.15(5.9e-06),NA,"longterm,blood,base_model,1"
"longterm,blood",3323,HSP90AA4P,base_model,0.000124379,-0.000550703,b0:0.17(0.00013),NA,"longterm,blood,base_model,2"
"longterm,blood",57688,ZSWIM6,base_model,8.23E-07,-1.44E-07,b0:-0.14(8.3e-07),NA,"longterm,blood,base_model,1"
"longterm,blood",114915,EPB41L4A-AS1,base_model,0.000205745,0,b0:0.17(0.00021),NA,"longterm,blood,base_model,2"
"longterm,blood",10011,SRA1,base_model,0.000133161,-8.82E-08,b0:-0.11(0.00013),NA,"longterm,blood,base_model,1"
"longterm,blood",8728,ADAM19,base_model,1.38E-05,-9.17E-06,b0:-0.1(1.4e-05),NA,"longterm,blood,base_model,1"
"longterm,blood",85315,PAQR8,base_model,2.23E-05,0,b0:-0.12(2.2e-05),NA,"longterm,blood,base_model,1"
"longterm,blood",441251,SPDYE7P,base_model,0.000158537,0,b0:-0.12(0.00016),NA,"longterm,blood,base_model,1"
"longterm,blood",29992,PILRA,base_model,0.00014086,-2.01E-07,b0:-0.13(0.00014),NA,"longterm,blood,base_model,1"
"longterm,blood",259285,TAS2R39,base_model,0.000114645,0,b0:-0.22(0.00011),NA,"longterm,blood,base_model,1"
"longterm,blood",135941,OR2A14,base_model,0.000163121,-0.000771457,b0:-0.11(0.00017),NA,"longterm,blood,base_model,1"
"longterm,blood",402317,OR2A42,base_model,0.000274322,-0.000243461,b0:-0.14(0.00028),NA,"longterm,blood,base_model,1"
"longterm,blood",3092,HIP1,base_model,9.92E-08,0,b0:-0.16(9.9e-08),NA,"longterm,blood,base_model,1"
"longterm,blood",26266,SLC13A4,base_model,0.000103127,0,b0:-0.11(1e-04),NA,"longterm,blood,base_model,1"
